Mission ID,Mission Path,Success (PRED),Domain,Total Goals,Type quantity,Success (PLAN),CPU time,Total time,Total Distance
208,"Go to picture ['base_1', 'region_3'] 653.494
Take Image ['region_3'] 285.714
Go to picture ['region_3', 'region_12'] 742.189
Take Image ['region_12'] 285.714
Go to base ['region_12', 'base_3'] 165.630
",0,journal,3,2,1,0.02,2133741,7468.0935
209,"Go to picture ['base_1', 'region_12'] 574.157
Take Image ['region_12'] 285.714
Go to picture ['region_12', 'region_3'] 742.189
Take Image ['region_3'] 285.714
Go to base ['region_3', 'base_4'] 212.943
",0,journal,3,2,1,0.02,2101717,7356.0095
210,"Go to picture ['base_1', 'region_4'] 993.089
Go to picture ['region_4', 'region_5'] 865.991
Take Image ['region_5'] 285.714
Go to base ['region_5', 'base_4'] 319.414
Recharge Battery ['base_4'] 48.318
Go to picture ['base_4', 'region_4'] 549.106
Take Image ['region_4'] 285.714
",0,journal,2,1,1,0.04,3348.3459999999995,11719211
211,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_4'] 865.991
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_1'] 993.089
",0,journal,3,2,1,0.04,2967168,10385088
212,"Go to picture ['base_1', 'region_4'] 993.089
Go to picture ['region_4', 'region_5'] 865.991
Take Image ['region_5'] 285.714
Go to base ['region_5', 'base_2'] 524.440
Recharge Battery ['base_2'] 52.338
Go to picture ['base_2', 'region_4'] 990.883
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_2'] 990.883
",0,journal,3,2,1,0.06,4991052,17468682
213,"Go to picture ['base_1', 'region_4'] 993.089
Go to picture ['region_4', 'region_5'] 865.991
Take Image ['region_5'] 285.714
Go to base ['region_5', 'base_3'] 377.277
Recharge Battery ['base_3'] 49.452
Go to picture ['base_3', 'region_4'] 1242.123
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_3'] 1242.123
",0,journal,3,2,1,0.04,5343483,18702.1905
214,"Go to picture ['base_1', 'region_4'] 993.089
Take Image ['region_4'] 285.714
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_4'] 549.106
Recharge Battery ['base_4'] 41.444
Go to picture ['base_4', 'region_5'] 319.414
Take Image ['region_5'] 285.714
Go to base ['region_5', 'base_4'] 319.414
",0,journal,3,2,1,0.12,3081.6089999999995,10785.631499999998
215,"Go to picture ['base_1', 'region_4'] 993.089
Take Image ['region_4'] 285.714
Go to picture ['region_4', 'region_6'] 734.511
Take Image ['region_6'] 285.714
",0,journal,2,1,1,0.02,2299.0280000000002,8046.598000000001
216,"Go to picture ['base_1', 'region_6'] 441.054
Take Image ['region_6'] 285.714
Go to picture ['region_6', 'region_4'] 734.511
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_1'] 993.089
",0,journal,3,2,1,0.04,2741082,9593787
217,"Go to picture ['base_1', 'region_4'] 993.089
Take Image ['region_4'] 285.714
Go to picture ['region_4', 'region_6'] 734.511
Take Image ['region_6'] 285.714
Go to base ['region_6', 'base_2'] 431.529
",0,journal,3,2,1,0.04,2731.5570000000002,9560.4495
218,"Go to picture ['base_1', 'region_4'] 993.089
Take Image ['region_4'] 285.714
Go to picture ['region_4', 'region_6'] 734.511
Take Image ['region_6'] 285.714
Go to base ['region_6', 'base_3'] 534.551
",0,journal,3,2,1,0.02,2834579,9921.0265
219,"Go to picture ['base_1', 'region_4'] 993.089
Take Image ['region_4'] 285.714
Go to picture ['region_4', 'region_6'] 734.511
Take Image ['region_6'] 285.714
Go to base ['region_6', 'base_4'] 193.845
",0,journal,3,2,1,0.04,2493873,8728.5555
220,"Go to picture ['base_1', 'region_7'] 723.294
Take Image ['region_7'] 285.714
Go to picture ['region_7', 'region_4'] 335.034
Take Image ['region_4'] 285.714
",1,journal,2,1,1,0.02,1629.7559999999999,5704146
221,"Go to picture ['base_1', 'region_7'] 723.294
Take Image ['region_7'] 285.714
Go to picture ['region_7', 'region_4'] 335.034
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_1'] 993.089
",0,journal,3,2,1,0.02,2623845,9183.457499999999
222,"Go to picture ['base_1', 'region_7'] 723.294
Take Image ['region_7'] 285.714
Go to picture ['region_7', 'region_4'] 335.034
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_2'] 990.883
",0,journal,3,2,1,0.04,2621639,9175.7365
223,"Go to picture ['base_1', 'region_7'] 723.294
Take Image ['region_7'] 285.714
Go to picture ['region_7', 'region_4'] 335.034
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_3'] 1242.123
",0,journal,3,2,1,0.02,2872879,10055.0765
224,"Go to picture ['base_1', 'region_4'] 993.089
Take Image ['region_4'] 285.714
Go to picture ['region_4', 'region_7'] 335.034
Take Image ['region_7'] 285.714
Go to base ['region_7', 'base_4'] 214.180
",0,journal,3,2,1,0.04,2114.7309999999998,7401.558499999999
225,"Go to picture ['base_1', 'region_4'] 993.089
Take Image ['region_4'] 285.714
Go to picture ['region_4', 'region_8'] 193.111
Take Image ['region_8'] 285.714
",1,journal,2,1,1,0.02,1757.6280000000002,6151698
226,"Go to picture ['base_1', 'region_4'] 993.089
Take Image ['region_4'] 285.714
Go to picture ['region_4', 'region_8'] 193.111
Take Image ['region_8'] 285.714
Go to base ['region_8', 'base_1'] 827.331
",0,journal,3,2,1,0.04,2585.9590000000003,9050.856500000002
227,"Go to picture ['base_1', 'region_4'] 993.089
Take Image ['region_4'] 285.714
Go to picture ['region_4', 'region_8'] 193.111
Take Image ['region_8'] 285.714
Go to base ['region_8', 'base_2'] 823.877
",0,journal,3,2,1,0.02,2582505,9038.7675
228,"Go to picture ['base_1', 'region_4'] 993.089
Take Image ['region_4'] 285.714
Go to picture ['region_4', 'region_8'] 193.111
Take Image ['region_8'] 285.714
Go to base ['region_8', 'base_3'] 1050.406
",0,journal,3,2,1,0.02,2809034,9831619
229,"Go to picture ['base_1', 'region_4'] 993.089
Take Image ['region_4'] 285.714
Go to picture ['region_4', 'region_8'] 193.111
Take Image ['region_8'] 285.714
Go to base ['region_8', 'base_4'] 356.080
",0,journal,3,2,1,0.04,2114708,7401478
230,"Go to picture ['base_1', 'region_4'] 993.089
Go to picture ['region_4', 'region_9'] 921.137
Take Image ['region_9'] 285.714
Go to base ['region_9', 'base_3'] 321.011
Recharge Battery ['base_3'] 49.430
Go to picture ['base_3', 'region_4'] 1242.123
Take Image ['region_4'] 285.714
",0,journal,2,1,1,0.08,4099218,14347.262999999999
231,"Go to picture ['base_1', 'region_9'] 570.669
Take Image ['region_9'] 285.714
Go to picture ['region_9', 'region_4'] 921.137
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_1'] 993.089
",0,journal,3,2,1,0.02,3057323,10700.6305
232,"Go to picture ['base_1', 'region_4'] 993.089
Go to picture ['region_4', 'region_9'] 921.137
Take Image ['region_9'] 285.714
Go to base ['region_9', 'base_2'] 559.143
Recharge Battery ['base_2'] 54.100
Go to picture ['base_2', 'region_4'] 990.883
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_2'] 990.883
",0,journal,3,2,1,0.06,5082663,17789.320499999998
233,"Go to picture ['base_1', 'region_4'] 993.089
Go to picture ['region_4', 'region_9'] 921.137
Take Image ['region_9'] 285.714
Go to base ['region_9', 'base_3'] 321.011
Recharge Battery ['base_3'] 49.430
Go to picture ['base_3', 'region_4'] 1242.123
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_3'] 1242.123
",0,journal,3,2,1,0.06,5342341,18698.1935
234,"Go to picture ['base_1', 'region_9'] 570.669
Take Image ['region_9'] 285.714
Go to picture ['region_9', 'region_4'] 921.137
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_4'] 549.106
",0,journal,3,2,1,0.02,2613.34,9146.69
235,"Go to picture ['base_1', 'region_10'] 608.809
Take Image ['region_10'] 285.714
Go to picture ['region_10', 'region_4'] 1025.769
Take Image ['region_4'] 285.714
",0,journal,2,1,1,0.04,2206006,7721021
236,"Go to picture ['base_1', 'region_10'] 608.809
Take Image ['region_10'] 285.714
Go to picture ['region_10', 'region_4'] 1025.769
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_1'] 993.089
",0,journal,3,2,1,0.02,3200095,11200.332499999999
237,"Go to picture ['base_1', 'region_10'] 608.809
Take Image ['region_10'] 285.714
Go to picture ['region_10', 'region_4'] 1025.769
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_2'] 990.883
",0,journal,3,2,1,0.02,3197889,11192.6115
238,"Go to picture ['base_1', 'region_4'] 993.089
Go to picture ['region_4', 'region_10'] 1025.769
Take Image ['region_10'] 285.714
Go to base ['region_10', 'base_3'] 216.990
Recharge Battery ['base_3'] 49.442
Go to picture ['base_3', 'region_4'] 1242.123
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_3'] 1242.123
",0,journal,3,2,1,0.04,5342964,18700374
239,"Go to picture ['base_1', 'region_10'] 608.809
Take Image ['region_10'] 285.714
Go to picture ['region_10', 'region_4'] 1025.769
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_4'] 549.106
",0,journal,3,2,1,0.02,2756112,9646392
240,"Go to picture ['base_1', 'region_11'] 584.554
Take Image ['region_11'] 285.714
Go to picture ['region_11', 'region_4'] 993.900
Take Image ['region_4'] 285.714
",0,journal,2,1,1,0.02,2149882,7524587
241,"Go to picture ['base_1', 'region_11'] 584.554
Take Image ['region_11'] 285.714
Go to picture ['region_11', 'region_4'] 993.900
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_1'] 993.089
",0,journal,3,2,1,0.04,3143971,11003.8985
242,"Go to picture ['base_1', 'region_11'] 584.554
Take Image ['region_11'] 285.714
Go to picture ['region_11', 'region_4'] 993.900
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_2'] 990.883
",0,journal,3,2,1,0.02,3141.7650000000003,10996.177500000002
243,"Go to picture ['base_1', 'region_4'] 993.089
Go to picture ['region_4', 'region_11'] 993.900
Take Image ['region_11'] 285.714
Go to base ['region_11', 'base_3'] 248.221
Recharge Battery ['base_3'] 49.430
Go to picture ['base_3', 'region_4'] 1242.123
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_3'] 1242.123
",0,journal,3,2,1,0.06,5342314,18698.099000000002
244,"Go to picture ['base_1', 'region_11'] 584.554
Take Image ['region_11'] 285.714
Go to picture ['region_11', 'region_4'] 993.900
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_4'] 549.106
",0,journal,3,2,1,0.04,2699.9880000000003,9449958
245,"Go to picture ['base_1', 'region_12'] 574.157
Take Image ['region_12'] 285.714
Go to picture ['region_12', 'region_4'] 1084.526
Take Image ['region_4'] 285.714
",0,journal,2,1,1,0.02,2230.1110000000003,7805.388500000001
246,"Go to picture ['base_1', 'region_12'] 574.157
Take Image ['region_12'] 285.714
Go to picture ['region_12', 'region_4'] 1084.526
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_1'] 993.089
",0,journal,3,2,1,0.04,3224.2000000000003,11284.7
247,"Go to picture ['base_1', 'region_12'] 574.157
Take Image ['region_12'] 285.714
Go to picture ['region_12', 'region_4'] 1084.526
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_2'] 990.883
",0,journal,3,2,1,0.02,3221.9940000000006,11276.979000000003
248,"Go to picture ['base_1', 'region_4'] 993.089
Go to picture ['region_4', 'region_12'] 1084.526
Take Image ['region_12'] 285.714
Go to base ['region_12', 'base_3'] 165.630
Recharge Battery ['base_3'] 49.587
Go to picture ['base_3', 'region_4'] 1242.123
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_3'] 1242.123
",0,journal,3,2,1,0.06,5350.506000000001,18726.771000000004
249,"Go to picture ['base_1', 'region_12'] 574.157
Take Image ['region_12'] 285.714
Go to picture ['region_12', 'region_4'] 1084.526
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_4'] 549.106
",0,journal,3,2,1,0.02,2780.2170000000006,9730.759500000002
250,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_6'] 176.241
Take Image ['region_6'] 285.714
",1,journal,2,1,1,0.02,1283329,4491.6515
251,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_6'] 176.241
Take Image ['region_6'] 285.714
Go to base ['region_6', 'base_1'] 441.054
",1,journal,3,2,1,0.04,1725.3829999999998,6038.840499999999
252,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_6'] 176.241
Take Image ['region_6'] 285.714
Go to base ['region_6', 'base_2'] 431.529
",1,journal,3,2,1,0.02,1715858,6005503
253,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_6'] 176.241
Take Image ['region_6'] 285.714
Go to base ['region_6', 'base_3'] 534.551
",1,journal,3,2,1,0.02,1818.88,6366.08
254,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_6'] 176.241
Take Image ['region_6'] 285.714
Go to base ['region_6', 'base_4'] 193.845
",1,journal,3,2,1,0.02,1478174,5173609
255,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_7'] 531.446
Take Image ['region_7'] 285.714
",1,journal,2,1,1,0.02,1638534,5734.869000000001
256,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_7'] 531.446
Take Image ['region_7'] 285.714
Go to base ['region_7', 'base_1'] 723.294
",0,journal,3,2,1,0.04,2362828,8269898
257,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_7'] 531.446
Take Image ['region_7'] 285.714
Go to base ['region_7', 'base_2'] 718.457
",0,journal,3,2,1,0.02,2357991,8252.968499999999
258,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_7'] 531.446
Take Image ['region_7'] 285.714
Go to base ['region_7', 'base_3'] 908.231
",0,journal,3,2,1,0.04,2547.7650000000003,8917.177500000002
259,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_7'] 531.446
Take Image ['region_7'] 285.714
Go to base ['region_7', 'base_4'] 214.180
",1,journal,3,2,1,0.04,1853.7140000000002,6487.999000000001
260,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_8'] 673.720
Take Image ['region_8'] 285.714
",1,journal,2,1,1,0.02,1780808,6232.8279999999995
261,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_8'] 673.720
Take Image ['region_8'] 285.714
Go to base ['region_8', 'base_1'] 827.331
",0,journal,3,2,1,0.04,2609139,9131.9865
262,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_8'] 673.720
Take Image ['region_8'] 285.714
Go to base ['region_8', 'base_2'] 823.877
",0,journal,3,2,1,0.04,2605685,9119.8975
263,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_8'] 673.720
Take Image ['region_8'] 285.714
Go to base ['region_8', 'base_3'] 1050.406
",0,journal,3,2,1,0.04,2832214,9912749
264,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_8'] 673.720
Take Image ['region_8'] 285.714
Go to base ['region_8', 'base_4'] 356.080
",0,journal,3,2,1,0.04,2137888,7482608
265,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_9'] 62.169
Take Image ['region_9'] 285.714
",1,journal,2,1,1,0.02,1169257,4092.3995000000004
266,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_9'] 62.169
Take Image ['region_9'] 285.714
Go to base ['region_9', 'base_1'] 570.669
",1,journal,3,2,1,0.04,1740926,6093241
267,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_9'] 62.169
Take Image ['region_9'] 285.714
Go to base ['region_9', 'base_2'] 559.143
",1,journal,3,2,1,0.04,1729.4,6052.900000000001
268,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_9'] 62.169
Take Image ['region_9'] 285.714
Go to base ['region_9', 'base_3'] 321.011
",1,journal,3,2,1,0.02,1491268,5219438
269,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_9'] 62.169
Take Image ['region_9'] 285.714
Go to base ['region_9', 'base_4'] 377.531
",1,journal,3,2,1,0.04,1547788,5417258
270,"Go to picture ['base_1', 'region_10'] 608.809
Take Image ['region_10'] 285.714
Go to picture ['region_10', 'region_5'] 164.853
Take Image ['region_5'] 285.714
",1,journal,2,1,1,0.02,1345.09,4707815
271,"Go to picture ['base_1', 'region_10'] 608.809
Take Image ['region_10'] 285.714
Go to picture ['region_10', 'region_5'] 164.853
Take Image ['region_5'] 285.714
Go to base ['region_5', 'base_1'] 535.660
",1,journal,3,2,1,0.02,1881.75,6586125
272,"Go to picture ['base_1', 'region_10'] 608.809
Take Image ['region_10'] 285.714
Go to picture ['region_10', 'region_5'] 164.853
Take Image ['region_5'] 285.714
Go to base ['region_5', 'base_2'] 524.440
",1,journal,3,2,1,0.04,1870.53,6546855
273,"Go to picture ['base_1', 'region_10'] 608.809
Take Image ['region_10'] 285.714
Go to picture ['region_10', 'region_5'] 164.853
Take Image ['region_5'] 285.714
Go to base ['region_5', 'base_3'] 377.277
",1,journal,3,2,1,0.02,1723367,6031.7845
274,"Go to picture ['base_1', 'region_10'] 608.809
Take Image ['region_10'] 285.714
Go to picture ['region_10', 'region_5'] 164.853
Take Image ['region_5'] 285.714
Go to base ['region_5', 'base_4'] 319.414
",1,journal,3,2,1,0.02,1665504,5829.263999999999
275,"Go to picture ['base_1', 'region_11'] 584.554
Take Image ['region_11'] 285.714
Go to picture ['region_11', 'region_5'] 130.606
Take Image ['region_5'] 285.714
",1,journal,2,1,1,0.02,1286588,4503058
276,"Go to picture ['base_1', 'region_11'] 584.554
Take Image ['region_11'] 285.714
Go to picture ['region_11', 'region_5'] 130.606
Take Image ['region_5'] 285.714
Go to base ['region_5', 'base_1'] 535.660
",1,journal,3,2,1,0.04,1823248,6381368
277,"Go to picture ['base_1', 'region_11'] 584.554
Take Image ['region_11'] 285.714
Go to picture ['region_11', 'region_5'] 130.606
Take Image ['region_5'] 285.714
Go to base ['region_5', 'base_2'] 524.440
",1,journal,3,2,1,0.04,1812028,6342098
278,"Go to picture ['base_1', 'region_11'] 584.554
Take Image ['region_11'] 285.714
Go to picture ['region_11', 'region_5'] 130.606
Take Image ['region_5'] 285.714
Go to base ['region_5', 'base_3'] 377.277
",1,journal,3,2,1,0.02,1664865,5827.0275
279,"Go to picture ['base_1', 'region_11'] 584.554
Take Image ['region_11'] 285.714
Go to picture ['region_11', 'region_5'] 130.606
Take Image ['region_5'] 285.714
Go to base ['region_5', 'base_4'] 319.414
",1,journal,3,2,1,0.02,1607002,5624507
280,"Go to picture ['base_1', 'region_12'] 574.157
Take Image ['region_12'] 285.714
Go to picture ['region_12', 'region_5'] 219.053
Take Image ['region_5'] 285.714
",1,journal,2,1,1,0.02,1364638,4776233
281,"Go to picture ['base_1', 'region_12'] 574.157
Take Image ['region_12'] 285.714
Go to picture ['region_12', 'region_5'] 219.053
Take Image ['region_5'] 285.714
Go to base ['region_5', 'base_1'] 535.660
",1,journal,3,2,1,0.04,1901.2979999999998,6654543
282,"Go to picture ['base_1', 'region_12'] 574.157
Take Image ['region_12'] 285.714
Go to picture ['region_12', 'region_5'] 219.053
Take Image ['region_5'] 285.714
Go to base ['region_5', 'base_2'] 524.440
",1,journal,3,2,1,0.04,1890078,6615273
283,"Go to picture ['base_1', 'region_12'] 574.157
Take Image ['region_12'] 285.714
Go to picture ['region_12', 'region_5'] 219.053
Take Image ['region_5'] 285.714
Go to base ['region_5', 'base_3'] 377.277
",1,journal,3,2,1,0.02,1742915,6100.202499999999
284,"Go to picture ['base_1', 'region_12'] 574.157
Take Image ['region_12'] 285.714
Go to picture ['region_12', 'region_5'] 219.053
Take Image ['region_5'] 285.714
Go to base ['region_5', 'base_4'] 319.414
",1,journal,3,2,1,0.02,1685052,5897682
285,"Go to picture ['base_1', 'region_6'] 441.054
Take Image ['region_6'] 285.714
Go to picture ['region_6', 'region_7'] 402.857
Take Image ['region_7'] 285.714
",1,journal,2,1,1,0.02,1415339,4953.6865
286,"Go to picture ['base_1', 'region_6'] 441.054
Take Image ['region_6'] 285.714
Go to picture ['region_6', 'region_7'] 402.857
Take Image ['region_7'] 285.714
Go to base ['region_7', 'base_1'] 723.294
",0,journal,3,2,1,0.04,2139633,7488.715499999999
287,"Go to picture ['base_1', 'region_6'] 441.054
Take Image ['region_6'] 285.714
Go to picture ['region_6', 'region_7'] 402.857
Take Image ['region_7'] 285.714
Go to base ['region_7', 'base_2'] 718.457
",0,journal,3,2,1,0.02,2134796,7471.785999999999
288,"Go to picture ['base_1', 'region_6'] 441.054
Take Image ['region_6'] 285.714
Go to picture ['region_6', 'region_7'] 402.857
Take Image ['region_7'] 285.714
Go to base ['region_7', 'base_3'] 908.231
",0,journal,3,2,1,0.04,2324.5699999999997,8135.994999999999
289,"Go to picture ['base_1', 'region_6'] 441.054
Take Image ['region_6'] 285.714
Go to picture ['region_6', 'region_7'] 402.857
Take Image ['region_7'] 285.714
Go to base ['region_7', 'base_4'] 214.180
",1,journal,3,2,1,0.02,1630519,5706.8165
290,"Go to picture ['base_1', 'region_6'] 441.054
Take Image ['region_6'] 285.714
Go to picture ['region_6', 'region_8'] 541.957
Take Image ['region_8'] 285.714
",1,journal,2,1,1,0.02,1554.4389999999999,5440.536499999999
291,"Go to picture ['base_1', 'region_6'] 441.054
Take Image ['region_6'] 285.714
Go to picture ['region_6', 'region_8'] 541.957
Take Image ['region_8'] 285.714
Go to base ['region_8', 'base_1'] 827.331
",0,journal,3,2,1,0.04,2382.77,8339695
292,"Go to picture ['base_1', 'region_6'] 441.054
Take Image ['region_6'] 285.714
Go to picture ['region_6', 'region_8'] 541.957
Take Image ['region_8'] 285.714
Go to base ['region_8', 'base_2'] 823.877
",0,journal,3,2,1,0.04,2379316,8327606
293,"Go to picture ['base_1', 'region_6'] 441.054
Take Image ['region_6'] 285.714
Go to picture ['region_6', 'region_8'] 541.957
Take Image ['region_8'] 285.714
Go to base ['region_8', 'base_3'] 1050.406
",0,journal,3,2,1,0.02,2605845,9120.457499999999
294,"Go to picture ['base_1', 'region_6'] 441.054
Take Image ['region_6'] 285.714
Go to picture ['region_6', 'region_8'] 541.957
Take Image ['region_8'] 285.714
Go to base ['region_8', 'base_4'] 356.080
",1,journal,3,2,1,0.02,1911.5189999999998,6690.316499999999
295,"Go to picture ['base_1', 'region_6'] 441.054
Take Image ['region_6'] 285.714
Go to picture ['region_6', 'region_9'] 237.809
Take Image ['region_9'] 285.714
",1,journal,2,1,1,0.04,1250291,4376.0185
296,"Go to picture ['base_1', 'region_6'] 441.054
Take Image ['region_6'] 285.714
Go to picture ['region_6', 'region_9'] 237.809
Take Image ['region_9'] 285.714
Go to base ['region_9', 'base_1'] 570.669
",1,journal,3,2,1,0.04,1821.96,6376.860000000001
297,"Go to picture ['base_1', 'region_6'] 441.054
Take Image ['region_6'] 285.714
Go to picture ['region_6', 'region_9'] 237.809
Take Image ['region_9'] 285.714
Go to base ['region_9', 'base_2'] 559.143
",1,journal,3,2,1,0.02,1810434,6336519
298,"Go to picture ['base_1', 'region_6'] 441.054
Take Image ['region_6'] 285.714
Go to picture ['region_6', 'region_9'] 237.809
Take Image ['region_9'] 285.714
Go to base ['region_9', 'base_3'] 321.011
",1,journal,3,2,1,0.04,1572302,5503057
299,"Go to picture ['base_1', 'region_6'] 441.054
Take Image ['region_6'] 285.714
Go to picture ['region_6', 'region_9'] 237.809
Take Image ['region_9'] 285.714
Go to base ['region_9', 'base_4'] 377.531
",1,journal,3,2,1,0.04,1628822,5700.8769999999995
300,"Go to picture ['base_1', 'region_6'] 441.054
Take Image ['region_6'] 285.714
Go to picture ['region_6', 'region_10'] 334.740
Take Image ['region_10'] 285.714
",1,journal,2,1,1,0.04,1347222,4715277
301,"Go to picture ['base_1', 'region_6'] 441.054
Take Image ['region_6'] 285.714
Go to picture ['region_6', 'region_10'] 334.740
Take Image ['region_10'] 285.714
Go to base ['region_10', 'base_1'] 608.809
",1,journal,3,2,1,0.04,1957031,6849.6085
302,"Go to picture ['base_1', 'region_6'] 441.054
Take Image ['region_6'] 285.714
Go to picture ['region_6', 'region_10'] 334.740
Take Image ['region_10'] 285.714
Go to base ['region_10', 'base_2'] 596.994
",1,journal,3,2,1,0.02,1945216,6808.255999999999
303,"Go to picture ['base_1', 'region_6'] 441.054
Take Image ['region_6'] 285.714
Go to picture ['region_6', 'region_10'] 334.740
Take Image ['region_10'] 285.714
Go to base ['region_10', 'base_3'] 216.990
",1,journal,3,2,1,0.04,1565212,5478242
304,"Go to picture ['base_1', 'region_10'] 608.809
Take Image ['region_10'] 285.714
Go to picture ['region_10', 'region_6'] 334.740
Take Image ['region_6'] 285.714
Go to base ['region_6', 'base_4'] 193.845
",1,journal,3,2,1,0.02,1709822,5984.3769999999995
305,"Go to picture ['base_1', 'region_6'] 441.054
Take Image ['region_6'] 285.714
Go to picture ['region_6', 'region_11'] 299.623
Take Image ['region_11'] 285.714
",1,journal,2,1,1,0.02,1312105,4592.3675
306,"Go to picture ['base_1', 'region_6'] 441.054
Take Image ['region_6'] 285.714
Go to picture ['region_6', 'region_11'] 299.623
Take Image ['region_11'] 285.714
Go to base ['region_11', 'base_1'] 584.554
",1,journal,3,2,1,0.04,1897659,6641.806500000001
307,"Go to picture ['base_1', 'region_6'] 441.054
Take Image ['region_6'] 285.714
Go to picture ['region_6', 'region_11'] 299.623
Take Image ['region_11'] 285.714
Go to base ['region_11', 'base_2'] 572.783
",1,journal,3,2,1,0.04,1885888,6600608
308,"Go to picture ['base_1', 'region_6'] 441.054
Take Image ['region_6'] 285.714
Go to picture ['region_6', 'region_11'] 299.623
Take Image ['region_11'] 285.714
Go to base ['region_11', 'base_3'] 248.221
",1,journal,3,2,1,0.04,1561326,5464641
309,"Go to picture ['base_1', 'region_11'] 584.554
Take Image ['region_11'] 285.714
Go to picture ['region_11', 'region_6'] 299.623
Take Image ['region_6'] 285.714
Go to base ['region_6', 'base_4'] 193.845
",1,journal,3,2,1,0.02,1650.45,5776575
310,"Go to picture ['base_1', 'region_6'] 441.054
Take Image ['region_6'] 285.714
Go to picture ['region_6', 'region_12'] 369.209
Take Image ['region_12'] 285.714
",1,journal,2,1,1,0.02,1381691,4835.9185
311,"Go to picture ['base_1', 'region_6'] 441.054
Take Image ['region_6'] 285.714
Go to picture ['region_6', 'region_12'] 369.209
Take Image ['region_12'] 285.714
Go to base ['region_12', 'base_1'] 574.157
",1,journal,3,2,1,0.04,1956848,6848968
312,"Go to picture ['base_1', 'region_6'] 441.054
Take Image ['region_6'] 285.714
Go to picture ['region_6', 'region_12'] 369.209
Take Image ['region_12'] 285.714
Go to base ['region_12', 'base_2'] 562.349
",1,journal,3,2,1,0.04,1945.04,6807.639999999999
