Mission ID,Mission Path,Success (PRED),Domain,Total Goals,Type quantity,Success (PLAN),CPU time,Total time,Total Distance
390,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_3'] 386.620
Take Image ['region_3'] 285.714
Go to picture ['region_3', 'region_1'] 458.589
Take Image ['region_1'] 285.714
",0,journal,3,1,1,0.02,2057.4339999999997,7201.018999999999
391,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_3'] 386.620
Take Image ['region_3'] 285.714
Go to picture ['region_3', 'region_1'] 458.589
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_1'] 617.866
",0,journal,4,2,1,0.04,2676.2999999999997,9367.05
392,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_3'] 386.620
Take Image ['region_3'] 285.714
Go to picture ['region_3', 'region_1'] 458.589
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_2'] 622.434
",0,journal,4,2,1,0.04,2680.8679999999995,9383.037999999999
393,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_3'] 386.620
Take Image ['region_3'] 285.714
Go to picture ['region_3', 'region_1'] 458.589
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_3'] 1174.531
",0,journal,4,2,1,0.04,3232.9649999999997,11315.377499999999
394,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_2'] 608.543
Take Image ['region_2'] 285.714
Go to base ['region_2', 'base_4'] 240.677
Recharge Battery ['base_4'] 39.971
Go to picture ['base_4', 'region_3'] 212.943
Take Image ['region_3'] 285.714
Go to base ['region_3', 'base_4'] 212.943
",0,journal,4,2,1,0.04,2792085,9772.2975
395,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_4'] 748.331
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_4'] 549.106
Recharge Battery ['base_4'] 43.607
Go to picture ['base_4', 'region_1'] 607.420
Take Image ['region_1'] 285.714
",0,journal,3,1,1,0.06,3161.6890000000003,11065.911500000002
396,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_4'] 748.331
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_1'] 993.089
Recharge Battery ['base_1'] 52.312
Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_1'] 617.866
",0,journal,4,2,1,0.04,4243689,14852.911500000002
397,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_4'] 748.331
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_2'] 990.883
Recharge Battery ['base_2'] 52.269
Go to picture ['base_2', 'region_1'] 622.434
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_2'] 622.434
",0,journal,4,2,1,0.06,4250576,14877016
398,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_4'] 748.331
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_3'] 1242.123
Recharge Battery ['base_3'] 57.195
Go to picture ['base_3', 'region_1'] 1174.531
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_3'] 1174.531
",0,journal,4,2,1,0.04,5610.936000000001,19638276
399,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_2'] 608.543
Take Image ['region_2'] 285.714
Go to base ['region_2', 'base_4'] 240.677
Recharge Battery ['base_4'] 39.971
Go to picture ['base_4', 'region_4'] 549.106
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_4'] 549.106
",0,journal,4,2,1,0.04,3464.410999999999,12125.438499999997
400,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_1'] 608.543
Go to picture ['region_1', 'region_5'] 844.311
Take Image ['region_5'] 285.714
Go to base ['region_5', 'base_4'] 319.414
Recharge Battery ['base_4'] 52.917
Go to picture ['base_4', 'region_1'] 607.420
Take Image ['region_1'] 285.714
",0,journal,3,1,1,0.08,3645.8300000000004,12760405
401,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_1'] 608.543
Go to picture ['region_1', 'region_5'] 844.311
Take Image ['region_5'] 285.714
Go to base ['region_5', 'base_1'] 535.660
Recharge Battery ['base_1'] 57.157
Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_1'] 617.866
",0,journal,4,2,1,0.06,4495.628000000001,15734.698000000002
402,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_1'] 608.543
Go to picture ['region_1', 'region_5'] 844.311
Take Image ['region_5'] 285.714
Go to base ['region_5', 'base_2'] 524.440
Recharge Battery ['base_2'] 56.937
Go to picture ['base_2', 'region_1'] 622.434
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_2'] 622.434
",0,journal,4,2,1,0.06,4493.3240000000005,15726.634000000002
403,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_1'] 608.543
Go to picture ['region_1', 'region_5'] 844.311
Take Image ['region_5'] 285.714
Go to base ['region_5', 'base_3'] 377.277
Recharge Battery ['base_3'] 54.052
Go to picture ['base_3', 'region_1'] 1174.531
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_3'] 1174.531
",0,journal,4,2,1,0.06,5447.47,19066145
404,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_2'] 608.543
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_5'] 246.035
Take Image ['region_5'] 285.714
Go to base ['region_5', 'base_4'] 319.414
",0,journal,4,2,1,0.04,2650.0,9275.0
405,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_1'] 608.543
Go to picture ['region_1', 'region_6'] 668.243
Take Image ['region_6'] 285.714
Go to base ['region_6', 'base_4'] 193.845
Recharge Battery ['base_4'] 47.003
Go to picture ['base_4', 'region_1'] 607.420
Take Image ['region_1'] 285.714
",0,journal,3,1,1,0.06,3338279,11683.9765
406,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_1'] 608.543
Go to picture ['region_1', 'region_6'] 668.243
Take Image ['region_6'] 285.714
Go to base ['region_6', 'base_1'] 441.054
Recharge Battery ['base_1'] 51.850
Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_1'] 617.866
",0,journal,4,2,1,0.06,4219647,14768.7645
407,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_1'] 608.543
Go to picture ['region_1', 'region_6'] 668.243
Take Image ['region_6'] 285.714
Go to base ['region_6', 'base_2'] 431.529
Recharge Battery ['base_2'] 51.663
Go to picture ['base_2', 'region_1'] 622.434
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_2'] 622.434
",0,journal,4,2,1,0.06,4219071,14766.7485
408,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_1'] 608.543
Go to picture ['region_1', 'region_6'] 668.243
Take Image ['region_6'] 285.714
Go to base ['region_6', 'base_3'] 534.551
Recharge Battery ['base_3'] 53.683
Go to picture ['base_3', 'region_1'] 1174.531
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_3'] 1174.531
",0,journal,4,2,1,0.06,5428307,18999.0745
409,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_2'] 608.543
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_6'] 91.397
Take Image ['region_6'] 285.714
Go to base ['region_6', 'base_4'] 193.845
",0,journal,4,2,1,0.04,2369.7929999999997,8294.2755
410,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_7'] 428.571
Take Image ['region_7'] 285.714
Go to picture ['region_7', 'region_1'] 540.766
Take Image ['region_1'] 285.714
",0,journal,3,1,1,0.04,2181562,7635467
411,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_7'] 428.571
Take Image ['region_7'] 285.714
Go to picture ['region_7', 'region_1'] 540.766
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_1'] 617.866
",0,journal,4,2,1,0.04,2800428,9801498
412,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_7'] 428.571
Take Image ['region_7'] 285.714
Go to picture ['region_7', 'region_1'] 540.766
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_2'] 622.434
",0,journal,4,2,1,0.04,2804996,9817486
413,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_7'] 428.571
Take Image ['region_7'] 285.714
Go to picture ['region_7', 'region_1'] 540.766
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_3'] 1174.531
",0,journal,4,2,1,0.04,3357093,11749.825499999999
414,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_2'] 608.543
Take Image ['region_2'] 285.714
Go to base ['region_2', 'base_4'] 240.677
Recharge Battery ['base_4'] 39.971
Go to picture ['base_4', 'region_7'] 214.180
Take Image ['region_7'] 285.714
Go to base ['region_7', 'base_4'] 214.180
",0,journal,4,2,1,0.06,2794.5589999999993,9780.956499999997
415,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_8'] 559.740
Take Image ['region_8'] 285.714
Go to picture ['region_8', 'region_1'] 527.180
Take Image ['region_1'] 285.714
",0,journal,3,1,1,0.04,2299145,8047.0075
416,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_8'] 559.740
Take Image ['region_8'] 285.714
Go to picture ['region_8', 'region_1'] 527.180
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_1'] 617.866
",0,journal,4,2,1,0.04,2918011,10213.0385
417,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_8'] 559.740
Take Image ['region_8'] 285.714
Go to picture ['region_8', 'region_1'] 527.180
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_2'] 622.434
",0,journal,4,2,1,0.02,2922.5789999999997,10229.0265
418,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_8'] 559.740
Take Image ['region_8'] 285.714
Go to picture ['region_8', 'region_1'] 527.180
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_3'] 1174.531
",0,journal,4,2,1,0.04,3474676,12161366
419,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_2'] 608.543
Take Image ['region_2'] 285.714
Go to base ['region_2', 'base_4'] 240.677
Recharge Battery ['base_4'] 39.971
Go to picture ['base_4', 'region_8'] 356.080
Take Image ['region_8'] 285.714
Go to base ['region_8', 'base_4'] 356.080
",0,journal,4,2,1,0.04,3078.3589999999995,10774.256499999998
420,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_1'] 608.543
Take Image ['region_1'] 285.714
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_4'] 607.420
Recharge Battery ['base_4'] 47.612
Go to picture ['base_4', 'region_9'] 377.531
Take Image ['region_9'] 285.714
",0,journal,3,1,1,0.1,3140045,10990.157500000001
421,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_1'] 608.543
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_1'] 617.866
Recharge Battery ['base_1'] 47.816
Go to picture ['base_1', 'region_9'] 570.669
Take Image ['region_9'] 285.714
Go to base ['region_9', 'base_1'] 570.669
",0,journal,4,2,1,0.14,3915.5019999999995,13704.256999999998
422,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_1'] 608.543
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_2'] 622.434
Recharge Battery ['base_2'] 47.906
Go to picture ['base_2', 'region_9'] 559.143
Take Image ['region_9'] 285.714
Go to base ['region_9', 'base_2'] 559.143
",0,journal,4,2,1,0.16,3897108,13639878
423,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_1'] 608.543
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_3'] 1174.531
Recharge Battery ['base_3'] 58.731
Go to picture ['base_3', 'region_9'] 321.011
Take Image ['region_9'] 285.714
Go to base ['region_9', 'base_3'] 321.011
",0,journal,4,2,1,0.14,3983766,13943181
424,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_2'] 608.543
Take Image ['region_2'] 285.714
Go to base ['region_2', 'base_4'] 240.677
Recharge Battery ['base_4'] 39.971
Go to picture ['base_4', 'region_9'] 377.531
Take Image ['region_9'] 285.714
Go to base ['region_9', 'base_4'] 377.531
",0,journal,4,2,1,0.04,3121.2609999999995,10924.413499999999
425,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_10'] 388.886
Go to picture ['region_10', 'region_1'] 996.740
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_4'] 607.420
Recharge Battery ['base_4'] 57.246
Go to picture ['base_4', 'region_10'] 482.677
Take Image ['region_10'] 285.714
",0,journal,3,1,1,0.06,3746.1940000000004,13111.679000000002
426,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_10'] 388.886
Go to picture ['region_10', 'region_1'] 996.740
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_1'] 617.866
Recharge Battery ['base_1'] 57.451
Go to picture ['base_1', 'region_10'] 608.809
Take Image ['region_10'] 285.714
Go to base ['region_10', 'base_1'] 608.809
",0,journal,4,2,1,0.06,4492786,15724751
427,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_10'] 388.886
Go to picture ['region_10', 'region_1'] 996.740
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_2'] 622.434
Recharge Battery ['base_2'] 57.541
Go to picture ['base_2', 'region_10'] 596.994
Take Image ['region_10'] 285.714
Go to base ['region_10', 'base_2'] 596.994
",0,journal,4,2,1,0.06,4473814,15658.349000000002
428,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_1'] 608.543
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_3'] 1174.531
Recharge Battery ['base_3'] 58.731
Go to picture ['base_3', 'region_10'] 216.990
Take Image ['region_10'] 285.714
Go to base ['region_10', 'base_3'] 216.990
",0,journal,4,2,1,0.16,3775724,13215034
429,"Go to picture ['base_1', 'region_10'] 608.809
Take Image ['region_10'] 285.714
Go to picture ['region_10', 'region_1'] 996.740
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_4'] 607.420
Recharge Battery ['base_4'] 54.596
Go to picture ['base_4', 'region_2'] 240.677
Take Image ['region_2'] 285.714
Go to base ['region_2', 'base_4'] 240.677
",0,journal,4,2,1,0.04,3608061,12628.2135
430,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_11'] 354.586
Go to picture ['region_11', 'region_1'] 962.086
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_4'] 607.420
Recharge Battery ['base_4'] 55.894
Go to picture ['base_4', 'region_11'] 449.374
Take Image ['region_11'] 285.714
",0,journal,3,1,1,0.1,3642585,12749.0475
431,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_11'] 354.586
Go to picture ['region_11', 'region_1'] 962.086
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_1'] 617.866
Recharge Battery ['base_1'] 56.099
Go to picture ['base_1', 'region_11'] 584.554
Take Image ['region_11'] 285.714
Go to base ['region_11', 'base_1'] 584.554
",0,journal,4,2,1,0.08,4373.97,15308895
432,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_11'] 354.586
Go to picture ['region_11', 'region_1'] 962.086
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_2'] 622.434
Recharge Battery ['base_2'] 56.189
Go to picture ['base_2', 'region_11'] 572.783
Take Image ['region_11'] 285.714
Go to base ['region_11', 'base_2'] 572.783
",0,journal,4,2,1,0.06,4355086,15242.801000000001
433,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_1'] 608.543
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_3'] 1174.531
Recharge Battery ['base_3'] 58.731
Go to picture ['base_3', 'region_11'] 248.221
Take Image ['region_11'] 285.714
Go to base ['region_11', 'base_3'] 248.221
",0,journal,4,2,1,0.16,3838186,13433651
434,"Go to picture ['base_1', 'region_11'] 584.554
Take Image ['region_11'] 285.714
Go to picture ['region_11', 'region_1'] 962.086
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_4'] 607.420
Recharge Battery ['base_4'] 53.441
Go to picture ['base_4', 'region_2'] 240.677
Take Image ['region_2'] 285.714
Go to base ['region_2', 'base_4'] 240.677
",0,journal,4,2,1,0.04,3547.9970000000003,12417.989500000001
435,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_12'] 406.171
Go to picture ['region_12', 'region_1'] 1012.520
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_4'] 607.420
Recharge Battery ['base_4'] 57.895
Go to picture ['base_4', 'region_12'] 536.431
Take Image ['region_12'] 285.714
",0,journal,3,1,1,0.08,3833.6620000000003,13417.817000000001
436,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_12'] 406.171
Go to picture ['region_12', 'region_1'] 1012.520
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_1'] 617.866
Recharge Battery ['base_1'] 58.099
Go to picture ['base_1', 'region_12'] 574.157
Take Image ['region_12'] 285.714
Go to base ['region_12', 'base_1'] 574.157
",0,journal,4,2,1,0.06,4457.195000000001,15600.182500000003
437,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_12'] 406.171
Go to picture ['region_12', 'region_1'] 1012.520
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_2'] 622.434
Recharge Battery ['base_2'] 58.189
Go to picture ['base_2', 'region_12'] 562.349
Take Image ['region_12'] 285.714
Go to base ['region_12', 'base_2'] 562.349
",0,journal,4,2,1,0.06,4438237,15533.8295
438,"Go to picture ['base_1', 'region_2'] 355.083
Take Image ['region_2'] 285.714
Take Image ['region_2'] 285.714
Go to picture ['region_2', 'region_1'] 608.543
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_3'] 1174.531
Recharge Battery ['base_3'] 58.731
Go to picture ['base_3', 'region_12'] 165.630
Take Image ['region_12'] 285.714
Go to base ['region_12', 'base_3'] 165.630
",0,journal,4,2,1,0.16,3673.0040000000004,12855.514000000001
439,"Go to picture ['base_1', 'region_12'] 574.157
Take Image ['region_12'] 285.714
Go to picture ['region_12', 'region_1'] 1012.520
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_4'] 607.420
Recharge Battery ['base_4'] 54.226
Go to picture ['base_4', 'region_2'] 240.677
Take Image ['region_2'] 285.714
Go to base ['region_2', 'base_4'] 240.677
",0,journal,4,2,1,0.04,3588.8190000000004,12560.866500000002
440,"Go to picture ['base_1', 'region_3'] 653.494
Take Image ['region_3'] 285.714
Go to picture ['region_3', 'region_1'] 458.589
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_4'] 607.420
Recharge Battery ['base_4'] 44.920
Go to picture ['base_4', 'region_4'] 549.106
Take Image ['region_4'] 285.714
",0,journal,3,1,1,0.06,3171.6710000000003,11100.8485
441,"Go to picture ['base_1', 'region_3'] 653.494
Take Image ['region_3'] 285.714
Go to picture ['region_3', 'region_1'] 458.589
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_1'] 617.866
Recharge Battery ['base_1'] 45.125
Go to picture ['base_1', 'region_4'] 993.089
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_1'] 993.089
",0,journal,4,2,1,0.04,4620394,16171379
442,"Go to picture ['base_1', 'region_3'] 653.494
Take Image ['region_3'] 285.714
Go to picture ['region_3', 'region_1'] 458.589
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_2'] 622.434
Recharge Battery ['base_2'] 45.215
Go to picture ['base_2', 'region_4'] 990.883
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_2'] 990.883
",0,journal,4,2,1,0.04,4620.639999999999,16172.239999999998
443,"Go to picture ['base_1', 'region_3'] 653.494
Take Image ['region_3'] 285.714
Go to picture ['region_3', 'region_1'] 458.589
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_3'] 1174.531
Recharge Battery ['base_3'] 56.040
Go to picture ['base_3', 'region_4'] 1242.123
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_3'] 1242.123
",0,journal,4,2,1,0.04,5686.0419999999995,19901.146999999997
444,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_3'] 458.589
Take Image ['region_3'] 285.714
Go to picture ['region_3', 'region_4'] 361.809
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_4'] 549.106
",0,journal,4,2,1,0.04,2845.5119999999997,9959292
445,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_3'] 458.589
Go to picture ['region_3', 'region_5'] 528.820
Take Image ['region_5'] 285.714
Go to base ['region_5', 'base_4'] 319.414
Recharge Battery ['base_4'] 48.943
Go to picture ['base_4', 'region_3'] 212.943
Take Image ['region_3'] 285.714
",0,journal,3,1,1,0.06,3044.7170000000006,10656.509500000002
446,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_3'] 528.820
Take Image ['region_3'] 285.714
Go to picture ['region_3', 'region_1'] 458.589
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_1'] 617.866
",0,journal,4,2,1,0.04,2999.0769999999998,10496.769499999999
447,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_3'] 458.589
Go to picture ['region_3', 'region_5'] 528.820
Take Image ['region_5'] 285.714
Go to base ['region_5', 'base_2'] 524.440
Recharge Battery ['base_2'] 52.964
Go to picture ['base_2', 'region_3'] 649.546
Take Image ['region_3'] 285.714
Go to base ['region_3', 'base_2'] 649.546
",0,journal,4,2,1,0.06,4340.9130000000005,15193.195500000002
448,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_3'] 458.589
Go to picture ['region_3', 'region_5'] 528.820
Take Image ['region_5'] 285.714
Go to base ['region_5', 'base_3'] 377.277
Recharge Battery ['base_3'] 50.078
Go to picture ['base_3', 'region_3'] 904.983
Take Image ['region_3'] 285.714
Go to base ['region_3', 'base_3'] 904.983
",0,journal,4,2,1,0.06,4701738,16456.083000000002
449,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_3'] 458.589
Take Image ['region_3'] 285.714
Take Image ['region_3'] 285.714
Go to base ['region_3', 'base_4'] 212.943
Recharge Battery ['base_4'] 42.089
Go to picture ['base_4', 'region_5'] 319.414
Take Image ['region_5'] 285.714
Go to base ['region_5', 'base_4'] 319.414
",0,journal,4,2,1,0.16,3115.1709999999994,10903.098499999998
450,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_3'] 458.589
Take Image ['region_3'] 285.714
Go to picture ['region_3', 'region_6'] 379.489
Take Image ['region_6'] 285.714
",0,journal,3,1,1,0.04,2313086,8095.8009999999995
451,"Go to picture ['base_1', 'region_6'] 441.054
Take Image ['region_6'] 285.714
Go to picture ['region_6', 'region_3'] 379.489
Take Image ['region_3'] 285.714
Go to picture ['region_3', 'region_1'] 458.589
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_1'] 617.866
",0,journal,4,2,1,0.04,2755.14,9642.99
452,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_3'] 458.589
Take Image ['region_3'] 285.714
Go to picture ['region_3', 'region_6'] 379.489
Take Image ['region_6'] 285.714
Go to base ['region_6', 'base_2'] 431.529
",0,journal,4,2,1,0.06,2745615,9609.6525
453,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_3'] 458.589
Take Image ['region_3'] 285.714
Go to picture ['region_3', 'region_6'] 379.489
Take Image ['region_6'] 285.714
Go to base ['region_6', 'base_3'] 534.551
",0,journal,4,2,1,0.04,2848.6369999999997,9970.2295
454,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_3'] 458.589
Take Image ['region_3'] 285.714
Go to picture ['region_3', 'region_6'] 379.489
Take Image ['region_6'] 285.714
Go to base ['region_6', 'base_4'] 193.845
",0,journal,4,2,1,0.04,2507.9309999999996,8777.758499999998
455,"Go to picture ['base_1', 'region_3'] 653.494
Take Image ['region_3'] 285.714
Go to picture ['region_3', 'region_1'] 458.589
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_4'] 607.420
Recharge Battery ['base_4'] 44.920
Go to picture ['base_4', 'region_7'] 214.180
Take Image ['region_7'] 285.714
",0,journal,3,1,1,0.06,2836745,9928.6075
456,"Go to picture ['base_1', 'region_3'] 653.494
Take Image ['region_3'] 285.714
Go to picture ['region_3', 'region_1'] 458.589
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_1'] 617.866
Recharge Battery ['base_1'] 45.125
Go to picture ['base_1', 'region_7'] 723.294
Take Image ['region_7'] 285.714
Go to base ['region_7', 'base_1'] 723.294
",0,journal,4,2,1,0.04,4080.8039999999996,14282.813999999998
457,"Go to picture ['base_1', 'region_3'] 653.494
Take Image ['region_3'] 285.714
Go to picture ['region_3', 'region_1'] 458.589
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_2'] 622.434
Recharge Battery ['base_2'] 45.215
Go to picture ['base_2', 'region_7'] 718.457
Take Image ['region_7'] 285.714
Go to base ['region_7', 'base_2'] 718.457
",0,journal,4,2,1,0.04,4075.7879999999996,14265.257999999998
