-22.005933289137545;-47.898708372307475;2.0
-22.005933919013774;-47.89870595004656;2.0
-22.00593544871319;-47.89869926460643;2.0
-22.00593715837724;-47.89868928489146;2.0
-22.00593895802361;-47.898676592244264;2.0
-22.00594066768766;-47.89866205867877;2.0
-22.0059418374578;-47.89864674998978;2.0
-22.005941747475482;-47.89863153819123;2.0
-22.005940487723024;-47.8986169077353;2.0
-22.00593823816506;-47.89860431197854;2.0
-22.005935808642462;-47.89859423537313;2.0
-22.005933919013774;-47.898587549933005;2.0
-22.005933289137545;-47.898585224562524;2.0
-22.005933289137545;-47.898585224562524;2.0
-22.005932569278997;-47.89858318986335;2.0
-22.005930319721035;-47.89857757021803;2.0
-22.00592753026916;-47.89856885007873;2.0
-22.005924830799607;-47.89855751389765;2.0
-22.005922761206282;-47.898544143017396;2.0
-22.005921861383097;-47.89852941567103;2.0
-22.00592222131237;-47.8985140100916;2.0
-22.005923751011785;-47.898498701402616;2.0
-22.005926090552066;-47.89848397405625;2.0
-22.005928520074665;-47.89847118451862;2.0
-22.005930949597264;-47.89846101102277;2.0
-22.005932749243634;-47.89845413180177;2.0
-22.005933289137545;-47.89845161265042;2.0
-22.005933289137545;-47.89845161265042;2.0
-22.005934008996093;-47.8984550038157;2.0
-22.005936078589418;-47.89846362706456;2.0
-22.0059394079352;-47.898475738369136;2.0
-22.005943367157215;-47.898489884372886;2.0
-22.005947236396906;-47.898504611719254;2.0
-22.00595065572501;-47.898518757723;2.0
-22.00595290528297;-47.898530869027574;2.0
-22.005954345000067;-47.89853958916687;2.0
-22.005954974876296;-47.89854288344172;2.0
-22.005954974876296;-47.89854288344172;2.0
-22.00595065572501;-47.89855751389765;2.0
-22.005942017422438;-47.89857989558851;2.0
-22.005933379119863;-47.898590941098284;2.0
-22.005925460675837;-47.89859501049662;2.0
-22.00591871200195;-47.8985962700723;2.0
-22.005913223080526;-47.898598692333216;2.0
-22.005910253664016;-47.89860634667771;2.0
-22.005908993911557;-47.8986179735301;2.0
-22.005908454017646;-47.89862417451805;2.0
-22.005908454017646;-47.89862417451805;2.0
-22.005909173876194;-47.89862717812158;2.0
-22.005911063504882;-47.89863522002782;2.0
-22.00591412290371;-47.89864636242803;2.0
-22.005917992143402;-47.898659442636976;2.0
-22.005922131330053;-47.89867310418854;2.0
-22.005926270516703;-47.89868608750705;2.0
-22.005929869809442;-47.8986973267977;2.0
-22.00593238931436;-47.898705271813505;2.0
-22.005933289137545;-47.898708372307475;2.0
