           lng            lat            alt
 -50.336198293  -12.819908000         15.000
 -50.336327409  -12.819512000         14.900
 -50.336567196  -12.818702000         14.800
 -50.336825429  -12.817892000         14.700
 -50.337065216  -12.817082000         14.600
 -50.337305003  -12.816272000         14.500
 -50.337563236  -12.815462000         14.400
 -50.337803023  -12.814670000         14.300
 -50.338061256  -12.813860000         14.200
 -50.338301043  -12.813050000         14.100
 -50.338559275  -12.812240000         14.000
 -50.338799063  -12.811430000         13.900
 -50.339057295  -12.810620000         13.800
 -50.339297083  -12.809828000         13.700
 -50.339555315  -12.809018000         13.600
 -50.339795102  -12.808208000         13.500
 -50.340053335  -12.807398000         13.400
 -50.340293122  -12.806588000         13.300
 -50.340551355  -12.805778000         13.200
 -50.340791142  -12.804986000         13.100
 -50.340920258  -12.804572000         13.000
