           lng            lat            alt
 -50.336198293  -12.819908000         15.000
 -50.336087622  -12.819152000         14.900
 -50.335866279  -12.817658000         14.800
 -50.335644937  -12.816146000         14.700
 -50.335442040  -12.814634000         14.600
 -50.335220698  -12.813140000         14.500
 -50.334999356  -12.811628000         14.400
 -50.334778014  -12.810116000         14.300
 -50.334575117  -12.808622000         14.200
 -50.334353775  -12.807110000         14.100
 -50.334132433  -12.805616000         14.000
 -50.333911091  -12.804104000         13.900
 -50.333689748  -12.802592000         13.800
 -50.333486851  -12.801098000         13.700
 -50.333265509  -12.799586000         13.600
 -50.333044167  -12.798074000         13.500
 -50.332822825  -12.796580000         13.400
 -50.332619928  -12.795068000         13.300
 -50.332398586  -12.793556000         13.200
 -50.332177244  -12.792062000         13.100
 -50.332066573  -12.791306000         13.000
