           lng            lat            alt
 -50.325204966  -12.790766000         15.000
 -50.326237896  -12.790946000         14.900
 -50.328285311  -12.791342000         14.800
 -50.330351171  -12.791720000         14.700
 -50.332398586  -12.792116000         14.600
 -50.334446001  -12.792494000         14.500
 -50.336511861  -12.792890000         14.400
 -50.338559275  -12.793268000         14.300
 -50.340606690  -12.793664000         14.200
 -50.342672550  -12.794042000         14.100
 -50.344719965  -12.794438000         14.000
 -50.346767380  -12.794834000         13.900
 -50.348833240  -12.795212000         13.800
 -50.350880655  -12.795608000         13.700
 -50.352928069  -12.795986000         13.600
 -50.354993929  -12.796382000         13.500
 -50.357041344  -12.796760000         13.400
 -50.359088759  -12.797156000         13.300
 -50.361154619  -12.797534000         13.200
 -50.363202034  -12.797930000         13.100
 -50.364234964  -12.798110000         13.000
