           lng            lat            alt
 -50.330019158  -12.794024000         15.000
 -50.330720075  -12.794420000         14.900
 -50.332140353  -12.795626000         14.800
 -50.333560632  -12.797228000         14.700
 -50.334980911  -12.798830000         14.600
 -50.336401190  -12.800432000         14.500
 -50.337821468  -12.802034000         14.400
 -50.339241747  -12.803636000         14.300
 -50.340643581  -12.805238000         14.200
 -50.342063859  -12.806822000         14.100
 -50.343484138  -12.808424000         14.000
 -50.344904417  -12.810026000         13.900
 -50.346324695  -12.811628000         13.800
 -50.347744974  -12.813230000         13.700
 -50.349165253  -12.814832000         13.600
 -50.350585532  -12.816434000         13.500
 -50.352005810  -12.818036000         13.400
 -50.353223192  -12.819638000         13.300
 -50.354219232  -12.821240000         13.200
 -50.355233717  -12.822842000         13.100
 -50.355750182  -12.823634000         13.000
