           lng            lat            alt
 -50.355750182  -12.823634000         15.000
 -50.355196826  -12.822824000         14.900
 -50.354127006  -12.821186000         14.800
 -50.353057186  -12.819548000         14.700
 -50.351987365  -12.817910000         14.600
 -50.350899100  -12.816254000         14.500
 -50.349829279  -12.814616000         14.400
 -50.348759459  -12.812978000         14.300
 -50.347671194  -12.811340000         14.200
 -50.346601373  -12.809702000         14.100
 -50.345531553  -12.808064000         14.000
 -50.344443287  -12.806426000         13.900
 -50.343373467  -12.804788000         13.800
 -50.342303647  -12.803150000         13.700
 -50.341215381  -12.801512000         13.600
 -50.340145561  -12.799874000         13.500
 -50.339075740  -12.798236000         13.400
 -50.337987475  -12.796598000         13.300
 -50.336917655  -12.794942000         13.200
 -50.335847834  -12.793304000         13.100
 -50.335312924  -12.792494000         13.000
