           lng            lat            alt
 -50.336290519  -12.820466000         15.000
 -50.336419635  -12.820052000         14.900
 -50.336659422  -12.819206000         14.800
 -50.336899209  -12.818378000         14.700
 -50.337157442  -12.817532000         14.600
 -50.337397229  -12.816704000         14.500
 -50.337637017  -12.815858000         14.400
 -50.337876804  -12.815030000         14.300
 -50.338116591  -12.814202000         14.200
 -50.338356378  -12.813356000         14.100
 -50.338614611  -12.812528000         14.000
 -50.338854398  -12.811682000         13.900
 -50.339094186  -12.810854000         13.800
 -50.339333973  -12.810008000         13.700
 -50.339573760  -12.809180000         13.600
 -50.339831993  -12.808334000         13.500
 -50.340071780  -12.807506000         13.400
 -50.340311567  -12.806660000         13.300
 -50.340551355  -12.805832000         13.200
 -50.340791142  -12.804986000         13.100
 -50.340920258  -12.804572000         13.000
