           lng            lat            alt
 -50.330019158  -12.794024000         15.000
 -50.330756965  -12.794132000         14.900
 -50.332232579  -12.794330000         14.800
 -50.333708194  -12.794546000         14.700
 -50.335183808  -12.794762000         14.600
 -50.336677867  -12.794960000         14.500
 -50.338153482  -12.795176000         14.400
 -50.339629096  -12.795392000         14.300
 -50.341104710  -12.795590000         14.200
 -50.342580324  -12.795806000         14.100
 -50.344055939  -12.796022000         14.000
 -50.345549998  -12.796238000         13.900
 -50.347025612  -12.796436000         13.800
 -50.348501227  -12.796652000         13.700
 -50.349976841  -12.796868000         13.600
 -50.351452455  -12.797066000         13.500
 -50.352946514  -12.797282000         13.400
 -50.354422129  -12.797498000         13.300
 -50.355897743  -12.797696000         13.200
 -50.357373357  -12.797912000         13.100
 -50.358111164  -12.798020000         13.000
