           lng            lat            alt
 -50.353647431  -12.797282000         15.000
 -50.353186302  -12.797894000         14.900
 -50.352264043  -12.799082000         14.800
 -50.351341784  -12.800270000         14.700
 -50.350419525  -12.801458000         14.600
 -50.349515711  -12.802646000         14.500
 -50.348593452  -12.803834000         14.400
 -50.347671194  -12.805022000         14.300
 -50.346748935  -12.806210000         14.200
 -50.345826676  -12.807416000         14.100
 -50.344922862  -12.808604000         14.000
 -50.344000603  -12.809792000         13.900
 -50.343078344  -12.810980000         13.800
 -50.342156085  -12.812168000         13.700
 -50.341252271  -12.813356000         13.600
 -50.340330013  -12.814544000         13.500
 -50.339407754  -12.815750000         13.400
 -50.338485495  -12.816938000         13.300
 -50.337563236  -12.818126000         13.200
 -50.336659422  -12.819314000         13.100
 -50.336198293  -12.819908000         13.000
