           lng            lat            alt
 -50.358111164  -12.798020000         15.000
 -50.357539364  -12.798596000         14.900
 -50.356395763  -12.799748000         14.800
 -50.355233717  -12.800900000         14.700
 -50.354071670  -12.802052000         14.600
 -50.352928069  -12.803204000         14.500
 -50.351766023  -12.804356000         14.400
 -50.350622422  -12.805508000         14.300
 -50.349460376  -12.806660000         14.200
 -50.348316775  -12.807812000         14.100
 -50.347154729  -12.808964000         14.000
 -50.346011127  -12.810116000         13.900
 -50.344849081  -12.811268000         13.800
 -50.343687035  -12.812420000         13.700
 -50.342543434  -12.813572000         13.600
 -50.341381388  -12.814724000         13.500
 -50.340237787  -12.815876000         13.400
 -50.339075740  -12.817028000         13.300
 -50.337932139  -12.818180000         13.200
 -50.336770093  -12.819332000         13.100
 -50.336198293  -12.819908000         13.000
