           lng            lat            alt
 -50.333007277  -12.792224000         15.000
 -50.332988832  -12.792206000         14.900
 -50.332933496  -12.792152000         14.800
 -50.332878161  -12.792098000         14.700
 -50.332841270  -12.792062000         14.600
 -50.332785935  -12.792008000         14.500
 -50.332730599  -12.791954000         14.400
 -50.332693709  -12.791918000         14.300
 -50.332638373  -12.791864000         14.200
 -50.332583038  -12.791810000         14.100
 -50.332546147  -12.791774000         14.000
 -50.332490812  -12.791720000         13.900
 -50.332435476  -12.791666000         13.800
 -50.332398586  -12.791612000         13.700
 -50.332343250  -12.791576000         13.600
 -50.332287915  -12.791522000         13.500
 -50.332232579  -12.791468000         13.400
 -50.332195689  -12.791432000         13.300
 -50.332140353  -12.791378000         13.200
 -50.332085018  -12.791324000         13.100
 -50.332066573  -12.791306000         13.000
