           lng            lat            alt
 -50.336290519  -12.820466000         15.000
 -50.336770093  -12.819872000         14.900
 -50.337987475  -12.818702000         14.800
 -50.339481534  -12.817532000         14.700
 -50.340975594  -12.816344000         14.600
 -50.342488098  -12.815174000         14.500
 -50.343982158  -12.814004000         14.400
 -50.345476217  -12.812816000         14.300
 -50.346988722  -12.811646000         14.200
 -50.348482781  -12.810476000         14.100
 -50.349976841  -12.809288000         14.000
 -50.351470900  -12.808118000         13.900
 -50.352983405  -12.806948000         13.800
 -50.354477464  -12.805760000         13.700
 -50.355971524  -12.804590000         13.600
 -50.357484028  -12.803420000         13.500
 -50.358978088  -12.802232000         13.400
 -50.360472147  -12.801062000         13.300
 -50.361984652  -12.799874000         13.200
 -50.363478711  -12.798704000         13.100
 -50.364234964  -12.798110000         13.000
