           lng            lat            alt
 -50.330019158  -12.794024000         15.000
 -50.330092939  -12.793970000         14.900
 -50.330240500  -12.793880000         14.800
 -50.330406507  -12.793790000         14.700
 -50.330572513  -12.793682000         14.600
 -50.330720075  -12.793592000         14.500
 -50.330886081  -12.793502000         14.400
 -50.331033643  -12.793412000         14.300
 -50.331199649  -12.793304000         14.200
 -50.331347211  -12.793214000         14.100
 -50.331513217  -12.793124000         14.000
 -50.331660779  -12.793034000         13.900
 -50.331826785  -12.792926000         13.800
 -50.331992792  -12.792836000         13.700
 -50.332140353  -12.792746000         13.600
 -50.332306360  -12.792656000         13.500
 -50.332453921  -12.792548000         13.400
 -50.332619928  -12.792458000         13.300
 -50.332767489  -12.792368000         13.200
 -50.332933496  -12.792278000         13.100
 -50.333007277  -12.792224000         13.000
