           lng            lat            alt
 -50.330019158  -12.794024000         15.000
 -50.330627849  -12.794114000         14.900
 -50.331882121  -12.794276000         14.800
 -50.333117948  -12.794456000         14.700
 -50.334372220  -12.794618000         14.600
 -50.335608047  -12.794798000         14.500
 -50.336843874  -12.794960000         14.400
 -50.338098146  -12.795140000         14.300
 -50.339333973  -12.795302000         14.200
 -50.340588245  -12.795482000         14.100
 -50.341824072  -12.795662000         14.000
 -50.343078344  -12.795824000         13.900
 -50.344314171  -12.796004000         13.800
 -50.345549998  -12.796166000         13.700
 -50.346804270  -12.796346000         13.600
 -50.348040097  -12.796508000         13.500
 -50.349294369  -12.796688000         13.400
 -50.350530196  -12.796868000         13.300
 -50.351766023  -12.797030000         13.200
 -50.353020295  -12.797210000         13.100
 -50.353647431  -12.797282000         13.000
