           lng            lat            alt
 -50.336290519  -12.820466000         15.000
 -50.336843874  -12.819872000         14.900
 -50.337969030  -12.818702000         14.800
 -50.339131076  -12.817514000         14.700
 -50.340274677  -12.816326000         14.600
 -50.341436723  -12.815156000         14.500
 -50.342580324  -12.813968000         14.400
 -50.343723925  -12.812780000         14.300
 -50.344885972  -12.811610000         14.200
 -50.346029573  -12.810422000         14.100
 -50.347191619  -12.809252000         14.000
 -50.348335220  -12.808064000         13.900
 -50.349478821  -12.806876000         13.800
 -50.350640867  -12.805706000         13.700
 -50.351784468  -12.804518000         13.600
 -50.352946514  -12.803330000         13.500
 -50.354090116  -12.802160000         13.400
 -50.355233717  -12.800972000         13.300
 -50.356395763  -12.799784000         13.200
 -50.357539364  -12.798614000         13.100
 -50.358111164  -12.798020000         13.000
