           lng            lat            alt
 -50.325204966  -12.790766000         15.000
 -50.325518534  -12.790856000         14.900
 -50.326145671  -12.791036000         14.800
 -50.326754361  -12.791216000         14.700
 -50.327381497  -12.791396000         14.600
 -50.327990188  -12.791576000         14.500
 -50.328598879  -12.791756000         14.400
 -50.329226015  -12.791936000         14.300
 -50.329834706  -12.792116000         14.200
 -50.330461842  -12.792296000         14.100
 -50.331070533  -12.792476000         14.000
 -50.331697669  -12.792656000         13.900
 -50.332306360  -12.792836000         13.800
 -50.332933496  -12.793016000         13.700
 -50.333542187  -12.793196000         13.600
 -50.334169323  -12.793376000         13.500
 -50.334778014  -12.793556000         13.400
 -50.335405150  -12.793736000         13.300
 -50.336013841  -12.793916000         13.200
 -50.336640977  -12.794096000         13.100
 -50.336936100  -12.794186000         13.000
