           lng            lat            alt
 -50.355750182  -12.823634000         15.000
 -50.355381278  -12.823130000         14.900
 -50.354625026  -12.822086000         14.800
 -50.353831883  -12.821060000         14.700
 -50.353057186  -12.820034000         14.600
 -50.352264043  -12.818990000         14.500
 -50.351489345  -12.817964000         14.400
 -50.350714648  -12.816938000         14.300
 -50.349921505  -12.815912000         14.200
 -50.349146808  -12.814868000         14.100
 -50.348353665  -12.813842000         14.000
 -50.347578968  -12.812816000         13.900
 -50.346785825  -12.811808000         13.800
 -50.346011127  -12.810854000         13.700
 -50.345217985  -12.809882000         13.600
 -50.344443287  -12.808910000         13.500
 -50.343650145  -12.807956000         13.400
 -50.342875447  -12.806984000         13.300
 -50.342100750  -12.806030000         13.200
 -50.341307607  -12.805058000         13.100
 -50.340920258  -12.804572000         13.000
