           lng            lat            alt
 -50.336936100  -12.794186000         15.000
 -50.337046771  -12.794348000         14.900
 -50.337268113  -12.794654000         14.800
 -50.337471010  -12.794960000         14.700
 -50.337692352  -12.795266000         14.600
 -50.337913694  -12.795590000         14.500
 -50.338116591  -12.795896000         14.400
 -50.338337933  -12.796202000         14.300
 -50.338559275  -12.796508000         14.200
 -50.338762172  -12.796832000         14.100
 -50.338983515  -12.797138000         14.000
 -50.339204857  -12.797444000         13.900
 -50.339407754  -12.797768000         13.800
 -50.339629096  -12.798074000         13.700
 -50.339831993  -12.798380000         13.600
 -50.340053335  -12.798686000         13.500
 -50.340274677  -12.799010000         13.400
 -50.340477574  -12.799316000         13.300
 -50.340698916  -12.799622000         13.200
 -50.340920258  -12.799928000         13.100
 -50.341012484  -12.800090000         13.000
