           lng            lat            alt
 -50.336936100  -12.794186000         15.000
 -50.337378784  -12.794276000         14.900
 -50.338264153  -12.794438000         14.800
 -50.339131076  -12.794600000         14.700
 -50.340016445  -12.794762000         14.600
 -50.340901813  -12.794924000         14.500
 -50.341768736  -12.795086000         14.400
 -50.342654105  -12.795248000         14.300
 -50.343539474  -12.795410000         14.200
 -50.344406397  -12.795572000         14.100
 -50.345291766  -12.795734000         14.000
 -50.346177134  -12.795896000         13.900
 -50.347044057  -12.796058000         13.800
 -50.347929426  -12.796220000         13.700
 -50.348814795  -12.796400000         13.600
 -50.349681718  -12.796562000         13.500
 -50.350567086  -12.796724000         13.400
 -50.351434010  -12.796886000         13.300
 -50.352319378  -12.797048000         13.200
 -50.353204747  -12.797210000         13.100
 -50.353647431  -12.797282000         13.000
