           lng            lat            alt
 -50.332066573  -12.791306000         15.000
 -50.332177244  -12.792062000         14.900
 -50.332398586  -12.793556000         14.800
 -50.332619928  -12.795068000         14.700
 -50.332822825  -12.796580000         14.600
 -50.333044167  -12.798074000         14.500
 -50.333265509  -12.799586000         14.400
 -50.333486851  -12.801098000         14.300
 -50.333689748  -12.802592000         14.200
 -50.333911091  -12.804104000         14.100
 -50.334132433  -12.805616000         14.000
 -50.334353775  -12.807110000         13.900
 -50.334575117  -12.808622000         13.800
 -50.334778014  -12.810116000         13.700
 -50.334999356  -12.811628000         13.600
 -50.335220698  -12.813140000         13.500
 -50.335442040  -12.814634000         13.400
 -50.335644937  -12.816146000         13.300
 -50.335866279  -12.817658000         13.200
 -50.336087622  -12.819152000         13.100
 -50.336198293  -12.819908000         13.000
