           lng            lat            alt
 -50.336198293  -12.819908000         15.000
 -50.336806984  -12.819638000         14.900
 -50.338042810  -12.819080000         14.800
 -50.339278637  -12.818522000         14.700
 -50.340514464  -12.817964000         14.600
 -50.341750291  -12.817406000         14.500
 -50.342986118  -12.816848000         14.400
 -50.344221945  -12.816290000         14.300
 -50.345457772  -12.815732000         14.200
 -50.346693599  -12.815174000         14.100
 -50.347910981  -12.814616000         14.000
 -50.349146808  -12.814850000         13.900
 -50.350382635  -12.815894000         13.800
 -50.351618462  -12.816920000         13.700
 -50.352854289  -12.817946000         13.600
 -50.354090116  -12.818990000         13.500
 -50.355233717  -12.820016000         13.400
 -50.355750182  -12.821060000         13.300
 -50.355750182  -12.822086000         13.200
 -50.355750182  -12.823130000         13.100
 -50.355750182  -12.823634000         13.000
