           lng            lat            alt
 -50.355750182  -12.823634000         15.000
 -50.355159936  -12.822770000         14.900
 -50.353997890  -12.821042000         14.800
 -50.352835843  -12.819314000         14.700
 -50.351673797  -12.817586000         14.600
 -50.350511751  -12.815858000         14.500
 -50.349054582  -12.814130000         14.400
 -50.347283845  -12.812384000         14.300
 -50.345513108  -12.810656000         14.200
 -50.343760816  -12.808928000         14.100
 -50.341990079  -12.807200000         14.000
 -50.340219341  -12.805472000         13.900
 -50.338448604  -12.803744000         13.800
 -50.336696312  -12.802016000         13.700
 -50.334925575  -12.800270000         13.600
 -50.333154838  -12.798542000         13.500
 -50.331384101  -12.796814000         13.400
 -50.329631809  -12.795086000         13.300
 -50.327861072  -12.793358000         13.200
 -50.326090335  -12.791630000         13.100
 -50.325204966  -12.790766000         13.000
