           lng            lat            alt
 -50.355750182  -12.823634000         15.000
 -50.355750182  -12.823130000         14.900
 -50.355584175  -12.822086000         14.800
 -50.355270607  -12.821060000         14.700
 -50.354957039  -12.820016000         14.600
 -50.354182341  -12.818990000         14.500
 -50.352928069  -12.817946000         14.400
 -50.351673797  -12.816920000         14.300
 -50.350419525  -12.815876000         14.200
 -50.349146808  -12.814850000         14.100
 -50.347892536  -12.814616000         14.000
 -50.346638264  -12.815174000         13.900
 -50.345383991  -12.815732000         13.800
 -50.344129719  -12.816290000         13.700
 -50.342875447  -12.816848000         13.600
 -50.341621175  -12.817406000         13.500
 -50.340366903  -12.817964000         13.400
 -50.339112631  -12.818522000         13.300
 -50.337858359  -12.819080000         13.200
 -50.336714758  -12.819638000         13.100
 -50.336198293  -12.819908000         13.000
