           lng            lat            alt
 -50.325204966  -12.790766000         15.000
 -50.325629206  -12.791126000         14.900
 -50.326459239  -12.791846000         14.800
 -50.327270826  -12.792584000         14.700
 -50.328100859  -12.793304000         14.600
 -50.328930892  -12.794024000         14.500
 -50.329760925  -12.794762000         14.400
 -50.330590958  -12.795482000         14.300
 -50.331402546  -12.796220000         14.200
 -50.332232579  -12.796940000         14.100
 -50.333062612  -12.797660000         14.000
 -50.333892645  -12.798398000         13.900
 -50.334722678  -12.799118000         13.800
 -50.335552711  -12.799856000         13.700
 -50.336364299  -12.800576000         13.600
 -50.337194332  -12.801296000         13.500
 -50.338024365  -12.802034000         13.400
 -50.338854398  -12.802754000         13.300
 -50.339684431  -12.803492000         13.200
 -50.340496019  -12.804212000         13.100
 -50.340920258  -12.804572000         13.000
