           lng            lat            alt
 -50.335312924  -12.792494000         15.000
 -50.335460486  -12.792800000         14.900
 -50.335755608  -12.793448000         14.800
 -50.336050731  -12.794078000         14.700
 -50.336345854  -12.794708000         14.600
 -50.336640977  -12.795356000         14.500
 -50.336936100  -12.795986000         14.400
 -50.337231223  -12.796616000         14.300
 -50.337526345  -12.797264000         14.200
 -50.337821468  -12.797894000         14.100
 -50.338116591  -12.798524000         14.000
 -50.338411714  -12.799172000         13.900
 -50.338706837  -12.799802000         13.800
 -50.339001960  -12.800432000         13.700
 -50.339297083  -12.801080000         13.600
 -50.339592205  -12.801710000         13.500
 -50.339887328  -12.802340000         13.400
 -50.340182451  -12.802988000         13.300
 -50.340477574  -12.803618000         13.200
 -50.340772697  -12.804248000         13.100
 -50.340920258  -12.804572000         13.000
