           lng            lat            alt
 -50.330019158  -12.794024000         15.000
 -50.329890042  -12.793934000         14.900
 -50.329631809  -12.793754000         14.800
 -50.329373577  -12.793592000         14.700
 -50.329133789  -12.793412000         14.600
 -50.328875557  -12.793250000         14.500
 -50.328617324  -12.793070000         14.400
 -50.328377537  -12.792908000         14.300
 -50.328119305  -12.792728000         14.200
 -50.327861072  -12.792566000         14.100
 -50.327602840  -12.792386000         14.000
 -50.327363052  -12.792224000         13.900
 -50.327104820  -12.792044000         13.800
 -50.326846587  -12.791882000         13.700
 -50.326606800  -12.791702000         13.600
 -50.326348567  -12.791540000         13.500
 -50.326090335  -12.791360000         13.400
 -50.325850548  -12.791180000         13.300
 -50.325592315  -12.791018000         13.200
 -50.325334083  -12.790838000         13.100
 -50.325204966  -12.790766000         13.000
