           lng            lat            alt
 -50.335312924  -12.792494000         15.000
 -50.335903170  -12.792638000         14.900
 -50.337102106  -12.792926000         14.800
 -50.338301043  -12.793214000         14.700
 -50.339499980  -12.793502000         14.600
 -50.340717361  -12.793808000         14.500
 -50.341916298  -12.794096000         14.400
 -50.343115234  -12.794384000         14.300
 -50.344314171  -12.794672000         14.200
 -50.345513108  -12.794960000         14.100
 -50.346712044  -12.795248000         14.000
 -50.347910981  -12.795554000         13.900
 -50.349109917  -12.795842000         13.800
 -50.350308854  -12.796130000         13.700
 -50.351507791  -12.796418000         13.600
 -50.352706727  -12.796706000         13.500
 -50.353924109  -12.796994000         13.400
 -50.355123046  -12.797300000         13.300
 -50.356321982  -12.797588000         13.200
 -50.357520919  -12.797876000         13.100
 -50.358111164  -12.798020000         13.000
