           lng            lat            alt
 -50.355750182  -12.823634000         15.000
 -50.355750182  -12.823130000         14.900
 -50.355750182  -12.822086000         14.800
 -50.355750182  -12.821042000         14.700
 -50.355362833  -12.820016000         14.600
 -50.354569690  -12.818972000         14.500
 -50.353462979  -12.817946000         14.400
 -50.352042701  -12.816902000         14.300
 -50.350603977  -12.815858000         14.200
 -50.349165253  -12.814832000         14.100
 -50.347726529  -12.814616000         14.000
 -50.346306250  -12.815228000         13.900
 -50.344867526  -12.815858000         13.800
 -50.343428803  -12.816470000         13.700
 -50.341990079  -12.817082000         13.600
 -50.340569800  -12.817694000         13.500
 -50.339131076  -12.818306000         13.400
 -50.337692352  -12.818936000         13.300
 -50.336640977  -12.819548000         13.200
 -50.336290519  -12.820160000         13.100
 -50.336290519  -12.820466000         13.000
