           lng            lat            alt
 -50.336198293  -12.819908000         15.000
 -50.336770093  -12.819332000         14.900
 -50.337932139  -12.818180000         14.800
 -50.339075740  -12.817028000         14.700
 -50.340237787  -12.815876000         14.600
 -50.341381388  -12.814724000         14.500
 -50.342543434  -12.813572000         14.400
 -50.343687035  -12.812420000         14.300
 -50.344849081  -12.811268000         14.200
 -50.346011127  -12.810116000         14.100
 -50.347154729  -12.808964000         14.000
 -50.348316775  -12.807812000         13.900
 -50.349460376  -12.806660000         13.800
 -50.350622422  -12.805508000         13.700
 -50.351766023  -12.804356000         13.600
 -50.352928069  -12.803204000         13.500
 -50.354071670  -12.802052000         13.400
 -50.355233717  -12.800900000         13.300
 -50.356395763  -12.799748000         13.200
 -50.357539364  -12.798596000         13.100
 -50.358111164  -12.798020000         13.000
