           lng            lat            alt
 -50.336198293  -12.819908000         15.000
 -50.336936100  -12.819332000         14.900
 -50.338411714  -12.818198000         14.800
 -50.339887328  -12.817046000         14.700
 -50.341362943  -12.815894000         14.600
 -50.342838557  -12.814742000         14.500
 -50.344314171  -12.813608000         14.400
 -50.345789785  -12.812456000         14.300
 -50.347265400  -12.811304000         14.200
 -50.348741014  -12.810152000         14.100
 -50.350216628  -12.809018000         14.000
 -50.351692242  -12.807866000         13.900
 -50.353167857  -12.806714000         13.800
 -50.354643471  -12.805580000         13.700
 -50.356119085  -12.804428000         13.600
 -50.357594699  -12.803276000         13.500
 -50.359070314  -12.802124000         13.400
 -50.360545928  -12.800990000         13.300
 -50.362021542  -12.799838000         13.200
 -50.363497156  -12.798686000         13.100
 -50.364234964  -12.798110000         13.000
