           lng            lat            alt
 -50.336290519  -12.820466000         15.000
 -50.336733203  -12.819962000         14.900
 -50.337618571  -12.818972000         14.800
 -50.338503940  -12.817982000         14.700
 -50.339370863  -12.816974000         14.600
 -50.340256232  -12.815984000         14.500
 -50.341123155  -12.814994000         14.400
 -50.342008524  -12.813986000         14.300
 -50.342893892  -12.812996000         14.200
 -50.343760816  -12.811988000         14.100
 -50.344646184  -12.810998000         14.000
 -50.345531553  -12.810008000         13.900
 -50.346398476  -12.809000000         13.800
 -50.347283845  -12.808010000         13.700
 -50.348169213  -12.807020000         13.600
 -50.349036137  -12.806012000         13.500
 -50.349921505  -12.805022000         13.400
 -50.350788429  -12.804032000         13.300
 -50.351673797  -12.803024000         13.200
 -50.352559166  -12.802034000         13.100
 -50.352983405  -12.801530000         13.000
