           lng            lat            alt
 -50.352983405  -12.801530000         15.000
 -50.352264043  -12.801242000         14.900
 -50.350806874  -12.800684000         14.800
 -50.349331260  -12.800108000         14.700
 -50.347874090  -12.799550000         14.600
 -50.346416921  -12.798974000         14.500
 -50.344959752  -12.798416000         14.400
 -50.343484138  -12.797840000         14.300
 -50.342026969  -12.797282000         14.200
 -50.340569800  -12.796706000         14.100
 -50.339094186  -12.796148000         14.000
 -50.337637017  -12.795572000         13.900
 -50.336179847  -12.795014000         13.800
 -50.334722678  -12.794438000         13.700
 -50.333247064  -12.793880000         13.600
 -50.331789895  -12.793304000         13.500
 -50.330332726  -12.792746000         13.400
 -50.328875557  -12.792170000         13.300
 -50.327399943  -12.791612000         13.200
 -50.325942774  -12.791036000         13.100
 -50.325204966  -12.790766000         13.000
