           lng            lat            alt
 -50.352983405  -12.801530000         15.000
 -50.353057186  -12.802106000         14.900
 -50.353204747  -12.803276000         14.800
 -50.353352308  -12.804446000         14.700
 -50.353499870  -12.805598000         14.600
 -50.353647431  -12.806768000         14.500
 -50.353794993  -12.807938000         14.400
 -50.353942554  -12.809090000         14.300
 -50.354071670  -12.810260000         14.200
 -50.354219232  -12.811430000         14.100
 -50.354366793  -12.812582000         14.000
 -50.354514355  -12.813752000         13.900
 -50.354661916  -12.814904000         13.800
 -50.354809477  -12.816074000         13.700
 -50.354938594  -12.817244000         13.600
 -50.355086155  -12.818396000         13.500
 -50.355233717  -12.819566000         13.400
 -50.355381278  -12.820736000         13.300
 -50.355528839  -12.821888000         13.200
 -50.355676401  -12.823058000         13.100
 -50.355750182  -12.823634000         13.000
