           lng            lat            alt
 -50.325204966  -12.790766000         15.000
 -50.325961219  -12.790928000         14.900
 -50.327455278  -12.791270000         14.800
 -50.328949338  -12.791612000         14.700
 -50.330443397  -12.791954000         14.600
 -50.331937456  -12.792314000         14.500
 -50.333431516  -12.792656000         14.400
 -50.334944021  -12.792998000         14.300
 -50.336438080  -12.793340000         14.200
 -50.337932139  -12.793682000         14.100
 -50.339426199  -12.794024000         14.000
 -50.340920258  -12.794366000         13.900
 -50.342414318  -12.794708000         13.800
 -50.343908377  -12.795050000         13.700
 -50.345402437  -12.795392000         13.600
 -50.346914941  -12.795752000         13.500
 -50.348409001  -12.796094000         13.400
 -50.349903060  -12.796436000         13.300
 -50.351397120  -12.796778000         13.200
 -50.352891179  -12.797120000         13.100
 -50.353647431  -12.797282000         13.000
