           lng            lat            alt
 -50.336936100  -12.794186000         15.000
 -50.336751648  -12.794186000         14.900
 -50.336401190  -12.794168000         14.800
 -50.336032286  -12.794168000         14.700
 -50.335663382  -12.794150000         14.600
 -50.335294479  -12.794150000         14.500
 -50.334944021  -12.794132000         14.400
 -50.334575117  -12.794132000         14.300
 -50.334206213  -12.794114000         14.200
 -50.333837310  -12.794114000         14.100
 -50.333486851  -12.794096000         14.000
 -50.333117948  -12.794096000         13.900
 -50.332749044  -12.794078000         13.800
 -50.332380141  -12.794078000         13.700
 -50.332011237  -12.794060000         13.600
 -50.331660779  -12.794060000         13.500
 -50.331291875  -12.794042000         13.400
 -50.330922972  -12.794042000         13.300
 -50.330554068  -12.794024000         13.200
 -50.330203610  -12.794024000         13.100
 -50.330019158  -12.794024000         13.000
