           lng            lat            alt
 -50.336290519  -12.820466000         15.000
 -50.336179847  -12.819692000         14.900
 -50.335958505  -12.818162000         14.800
 -50.335737163  -12.816632000         14.700
 -50.335515821  -12.815102000         14.600
 -50.335294479  -12.813554000         14.500
 -50.335073137  -12.812024000         14.400
 -50.334851795  -12.810494000         14.300
 -50.334630452  -12.808964000         14.200
 -50.334409110  -12.807416000         14.100
 -50.334187768  -12.805886000         14.000
 -50.333966426  -12.804356000         13.900
 -50.333745084  -12.802826000         13.800
 -50.333523742  -12.801278000         13.700
 -50.333302400  -12.799748000         13.600
 -50.333062612  -12.798218000         13.500
 -50.332841270  -12.796670000         13.400
 -50.332619928  -12.795140000         13.300
 -50.332398586  -12.793610000         13.200
 -50.332177244  -12.792080000         13.100
 -50.332066573  -12.791306000         13.000
