           lng            lat            alt
 -50.336936100  -12.794186000         15.000
 -50.336917655  -12.794870000         14.900
 -50.336880764  -12.796220000         14.800
 -50.336843874  -12.797570000         14.700
 -50.336806984  -12.798920000         14.600
 -50.336770093  -12.800270000         14.500
 -50.336733203  -12.801638000         14.400
 -50.336696312  -12.802988000         14.300
 -50.336640977  -12.804338000         14.200
 -50.336604087  -12.805688000         14.100
 -50.336567196  -12.807056000         14.000
 -50.336530306  -12.808406000         13.900
 -50.336493415  -12.809756000         13.800
 -50.336456525  -12.811106000         13.700
 -50.336419635  -12.812456000         13.600
 -50.336364299  -12.813824000         13.500
 -50.336327409  -12.815174000         13.400
 -50.336290519  -12.816524000         13.300
 -50.336253628  -12.817874000         13.200
 -50.336216738  -12.819224000         13.100
 -50.336198293  -12.819908000         13.000
