           lng            lat            alt
 -50.335312924  -12.792494000         15.000
 -50.335847834  -12.793304000         14.900
 -50.336917655  -12.794942000         14.800
 -50.337987475  -12.796580000         14.700
 -50.339075740  -12.798218000         14.600
 -50.340145561  -12.799856000         14.500
 -50.341215381  -12.801494000         14.400
 -50.342303647  -12.803132000         14.300
 -50.343373467  -12.804770000         14.200
 -50.344443287  -12.806390000         14.100
 -50.345531553  -12.808028000         14.000
 -50.346601373  -12.809666000         13.900
 -50.347671194  -12.811304000         13.800
 -50.348759459  -12.812942000         13.700
 -50.349829279  -12.814580000         13.600
 -50.350899100  -12.816236000         13.500
 -50.351987365  -12.817874000         13.400
 -50.353057186  -12.819530000         13.300
 -50.354127006  -12.821168000         13.200
 -50.355196826  -12.822824000         13.100
 -50.355750182  -12.823634000         13.000
