           lng            lat            alt
 -50.333007277  -12.792224000         15.000
 -50.333099503  -12.792962000         14.900
 -50.333265509  -12.794402000         14.800
 -50.333431516  -12.795860000         14.700
 -50.333597523  -12.797318000         14.600
 -50.333763529  -12.798776000         14.500
 -50.333929536  -12.800234000         14.400
 -50.334095542  -12.801692000         14.300
 -50.334261549  -12.803150000         14.200
 -50.334427556  -12.804608000         14.100
 -50.334593562  -12.806066000         14.000
 -50.334778014  -12.807524000         13.900
 -50.334944021  -12.808982000         13.800
 -50.335110027  -12.810440000         13.700
 -50.335276034  -12.811898000         13.600
 -50.335442040  -12.813356000         13.500
 -50.335608047  -12.814814000         13.400
 -50.335774054  -12.816272000         13.300
 -50.335940060  -12.817730000         13.200
 -50.336106067  -12.819188000         13.100
 -50.336198293  -12.819908000         13.000
