           lng            lat            alt
 -50.330019158  -12.794024000         15.000
 -50.330185165  -12.794708000         14.900
 -50.330517178  -12.796112000         14.800
 -50.330830746  -12.797498000         14.700
 -50.331162759  -12.798884000         14.600
 -50.331494772  -12.800288000         14.500
 -50.331826785  -12.801674000         14.400
 -50.332158799  -12.803060000         14.300
 -50.332490812  -12.804464000         14.200
 -50.332822825  -12.805850000         14.100
 -50.333154838  -12.807236000         14.000
 -50.333486851  -12.808640000         13.900
 -50.333818865  -12.810026000         13.800
 -50.334150878  -12.811412000         13.700
 -50.334482891  -12.812816000         13.600
 -50.334814904  -12.814202000         13.500
 -50.335146917  -12.815588000         13.400
 -50.335478931  -12.816992000         13.300
 -50.335810944  -12.818378000         13.200
 -50.336142957  -12.819764000         13.100
 -50.336290519  -12.820466000         13.000
