           lng            lat            alt
 -50.325204966  -12.790766000         15.000
 -50.326090335  -12.791630000         14.900
 -50.327861072  -12.793358000         14.800
 -50.329631809  -12.795086000         14.700
 -50.331402546  -12.796814000         14.600
 -50.333173283  -12.798542000         14.500
 -50.334944021  -12.800270000         14.400
 -50.336714758  -12.802016000         14.300
 -50.338485495  -12.803744000         14.200
 -50.340256232  -12.805472000         14.100
 -50.342026969  -12.807200000         14.000
 -50.343797706  -12.808928000         13.900
 -50.345549998  -12.810656000         13.800
 -50.347320735  -12.812384000         13.700
 -50.349091472  -12.814130000         13.600
 -50.350567086  -12.815858000         13.500
 -50.351710688  -12.817586000         13.400
 -50.352854289  -12.819314000         13.300
 -50.354016335  -12.821042000         13.200
 -50.355159936  -12.822770000         13.100
 -50.355750182  -12.823634000         13.000
