           lng            lat            alt
 -50.340920258  -12.804572000         15.000
 -50.341307607  -12.805058000         14.900
 -50.342100750  -12.805994000         14.800
 -50.342875447  -12.806948000         14.700
 -50.343668590  -12.807902000         14.600
 -50.344443287  -12.808856000         14.500
 -50.345236430  -12.809810000         14.400
 -50.346011127  -12.810764000         14.300
 -50.346804270  -12.811754000         14.200
 -50.347578968  -12.812798000         14.100
 -50.348372110  -12.813824000         14.000
 -50.349146808  -12.814850000         13.900
 -50.349939950  -12.815894000         13.800
 -50.350714648  -12.816920000         13.700
 -50.351507791  -12.817964000         13.600
 -50.352282488  -12.818990000         13.500
 -50.353075631  -12.820016000         13.400
 -50.353850328  -12.821060000         13.300
 -50.354625026  -12.822086000         13.200
 -50.355362833  -12.823130000         13.100
 -50.355750182  -12.823634000         13.000
