           lng            lat            alt
 -50.332066573  -12.791306000         15.000
 -50.332011237  -12.791378000         14.900
 -50.331900566  -12.791522000         14.800
 -50.331789895  -12.791666000         14.700
 -50.331697669  -12.791810000         14.600
 -50.331586998  -12.791954000         14.500
 -50.331476327  -12.792098000         14.400
 -50.331365656  -12.792242000         14.300
 -50.331254985  -12.792368000         14.200
 -50.331144314  -12.792512000         14.100
 -50.331033643  -12.792656000         14.000
 -50.330941417  -12.792800000         13.900
 -50.330830746  -12.792944000         13.800
 -50.330720075  -12.793088000         13.700
 -50.330609404  -12.793232000         13.600
 -50.330498733  -12.793376000         13.500
 -50.330388061  -12.793520000         13.400
 -50.330277390  -12.793664000         13.300
 -50.330166719  -12.793808000         13.200
 -50.330074493  -12.793952000         13.100
 -50.330019158  -12.794024000         13.000
