           lng            lat            alt
 -50.364234964  -12.798110000         15.000
 -50.363386485  -12.797930000         14.900
 -50.361689529  -12.797588000         14.800
 -50.359992573  -12.797228000         14.700
 -50.358295616  -12.796868000         14.600
 -50.356617105  -12.796508000         14.500
 -50.354920149  -12.796148000         14.400
 -50.353223192  -12.795788000         14.300
 -50.351526236  -12.795428000         14.200
 -50.349847725  -12.795068000         14.100
 -50.348150768  -12.794708000         14.000
 -50.346453812  -12.794348000         13.900
 -50.344756855  -12.793988000         13.800
 -50.343078344  -12.793628000         13.700
 -50.341381388  -12.793286000         13.600
 -50.339684431  -12.792926000         13.500
 -50.337987475  -12.792566000         13.400
 -50.336308964  -12.792206000         13.300
 -50.334612007  -12.791846000         13.200
 -50.332915051  -12.791486000         13.100
 -50.332066573  -12.791306000         13.000
