-22.0060105801367;-47.8987005643903;3.00
-22.0059965401367;-47.8987000243903;3.00
-22.0059825001367;-47.8986984043903;3.00
-22.0059686401367;-47.8986955243903;3.00
-22.0059549601367;-47.8986917443903;3.00
-22.0059416401368;-47.8986868843903;3.00
-22.0059288601367;-47.8986809443903;3.00
-22.0059166201367;-47.8986741043903;3.00
-22.0059047401367;-47.8986661843903;3.00
-22.0058937601368;-47.8986573643903;3.00
-22.0058833201367;-47.8986478243903;3.00
-22.0058737801367;-47.8986373843903;3.00
-22.0058649601367;-47.8986264043903;3.00
-22.0058570401368;-47.8986145243903;3.00
-22.0058502001367;-47.8986022843903;3.00
-22.0058442601367;-47.8985895043903;3.00
-22.0058394001367;-47.8985761843903;3.00
-22.0058356201367;-47.8985625043903;3.00
-22.0058327401367;-47.8985486443903;3.00
-22.0058311201368;-47.8985346043903;3.00
-22.0058305801367;-47.8985205643903;3.00
-22.0058311201368;-47.8985065243903;3.00
-22.0058327401367;-47.8984924843903;3.00
-22.0058356201367;-47.8984786243903;3.00
-22.0058394001367;-47.8984649443903;3.00
-22.0058442601367;-47.8984516243903;3.00
-22.0058502001367;-47.8984388443903;3.00
-22.0058570401368;-47.8984266043903;3.00
-22.0058649601367;-47.8984147243903;3.00
-22.0058737801367;-47.8984037443903;3.00
-22.0058833201367;-47.8983933043903;3.00
-22.0058937601368;-47.8983837643903;3.00
-22.0059047401367;-47.8983749443903;3.00
-22.0059166201367;-47.8983670243903;3.00
-22.0059288601367;-47.8983601843903;3.00
-22.0059416401368;-47.8983542443903;3.00
-22.0059549601367;-47.8983493843903;3.00
-22.0059686401367;-47.8983456043903;3.00
-22.0059825001367;-47.8983427243903;3.00
-22.0059965401367;-47.8983411043903;3.00
-22.0060105801367;-47.8983405643903;3.00
-22.0060246201367;-47.8983411043903;3.00
-22.0060386601367;-47.8983427243903;3.00
-22.0060525201367;-47.8983456043903;3.00
-22.0060662001368;-47.8983493843903;3.00
-22.0060795201367;-47.8983542443903;3.00
-22.0060923001367;-47.8983601843903;3.00
-22.0061045401367;-47.8983670243903;3.00
-22.0061164201367;-47.8983749443903;3.00
-22.0061274001367;-47.8983837643903;3.00
-22.0061378401367;-47.8983933043903;3.00
-22.0061473801367;-47.8984037443903;3.00
-22.0061562001367;-47.8984147243903;3.00
-22.0061641201367;-47.8984266043903;3.00
-22.0061709601367;-47.8984388443903;3.00
-22.0061769001367;-47.8984516243903;3.00
-22.0061817601367;-47.8984649443903;3.00
-22.0061855401367;-47.8984786243903;3.00
-22.0061884201367;-47.8984924843903;3.00
-22.0061900401367;-47.8985065243903;3.00
-22.0061905801367;-47.8985205643903;3.00
-22.0061900401367;-47.8985346043903;3.00
-22.0061884201367;-47.8985486443903;3.00
-22.0061855401367;-47.8985625043903;3.00
-22.0061817601367;-47.8985761843903;3.00
-22.0061769001367;-47.8985895043903;3.00
-22.0061709601367;-47.8986022843903;3.00
-22.0061641201367;-47.8986145243903;3.00
-22.0061562001367;-47.8986264043903;3.00
-22.0061473801367;-47.8986373843903;3.00
-22.0061378401367;-47.8986478243903;3.00
-22.0061274001367;-47.8986573643903;3.00
-22.0061164201367;-47.8986661843903;3.00
-22.0061045401367;-47.8986741043903;3.00
-22.0060923001367;-47.8986809443903;3.00
-22.0060795201367;-47.8986868843903;3.00
-22.0060662001368;-47.8986917443903;3.00
-22.0060525201367;-47.8986955243903;3.00
-22.0060386601367;-47.8986984043903;3.00
-22.0060246201367;-47.8987000243903;3.00
-22.0060105801367;-47.8987005643903;3.00
